cruise_line,destination,departure_port,cabin_type,duration_nights,departure_month,days_until_departure,ship_age_years,passengers,price
Royal Caribbean,Northern Europe,Seattle,Suite,11,11,285,11,4,116520
Carnival,Alaska,New Orleans,Ocean View,11,5,112,10,2,18820
Princess,Bahamas,New York,Interior,6,9,228,11,1,3640
Princess,Alaska,Miami,Interior,10,9,246,17,2,20270
Disney,Caribbean,New York,Balcony,7,5,122,25,2,17610
Carnival,Bahamas,Galveston,Suite,6,8,192,23,4,16560
Celebrity,Mexico,Fort Lauderdale,Ocean View,6,10,262,18,3,10320
Carnival,Mediterranean,Tampa,Suite,13,7,179,18,2,74380
Disney,Northern Europe,Seattle,Suite,14,10,256,11,2,112320
Celebrity,Northern Europe,Tampa,Interior,11,3,52,15,2,26900
Carnival,Hawaii,New York,Ocean View,3,11,287,20,2,6260
Princess,Alaska,Los Angeles,Suite,10,5,109,19,2,42500
Disney,Northern Europe,Galveston,Interior,8,3,55,2,1,16990
Carnival,Hawaii,New York,Balcony,9,7,164,9,2,42100
MSC,Northern Europe,Los Angeles,Balcony,8,6,140,18,2,28930
Carnival,Caribbean,Fort Lauderdale,Suite,7,8,203,24,3,20050
Princess,South Pacific,New Orleans,Interior,8,7,182,15,2,19840
Royal Caribbean,Northern Europe,San Juan,Suite,13,9,243,21,2,81580
Disney,Alaska,San Juan,Interior,8,2,30,25,2,16420
MSC,South Pacific,Seattle,Ocean View,9,3,36,11,2,27850
Holland America,South Pacific,New Orleans,Ocean View,14,3,60,21,3,65230
Celebrity,Hawaii,San Juan,Suite,4,10,257,14,1,14540
Carnival,Hawaii,San Juan,Balcony,4,9,245,21,2,9050
Norwegian,Northern Europe,San Juan,Interior,12,8,215,16,2,29020
Holland America,Bahamas,New York,Interior,5,12,316,15,2,7780
Celebrity,Northern Europe,San Juan,Suite,10,1,363,6,4,116200
Holland America,Mexico,Los Angeles,Balcony,4,8,202,6,2,7260
Holland America,South Pacific,Galveston,Suite,11,7,178,16,2,63430
Holland America,Northern Europe,San Juan,Balcony,14,3,47,11,2,49900
MSC,Mexico,New Orleans,Suite,8,12,338,1,3,31530
Norwegian,Mexico,Galveston,Interior,5,10,260,5,2,4360
Royal Caribbean,Mexico,Galveston,Suite,8,12,335,19,2,21180
Royal Caribbean,Mediterranean,Galveston,Suite,7,10,253,16,1,16580
MSC,Mediterranean,New York,Ocean View,13,11,304,6,2,33190
Carnival,Mediterranean,San Juan,Suite,7,1,363,8,3,47560
Royal Caribbean,South Pacific,Los Angeles,Ocean View,11,3,51,11,1,22740
Holland America,Mediterranean,New Orleans,Ocean View,12,3,59,1,3,44760
Norwegian,Northern Europe,New York,Balcony,14,12,330,18,2,47500
MSC,Mexico,Los Angeles,Suite,5,9,225,8,2,10280
Holland America,Northern Europe,Tampa,Interior,9,10,255,6,3,29360
Disney,Mexico,Galveston,Interior,6,2,34,22,4,17940
Princess,Bahamas,Fort Lauderdale,Interior,3,12,328,15,2,3580
Disney,Bahamas,Fort Lauderdale,Balcony,5,10,272,8,2,8880
Disney,South Pacific,Tampa,Suite,10,2,18,13,1,59260
Princess,Mediterranean,Los Angeles,Balcony,12,6,145,22,4,102430
MSC,Hawaii,Galveston,Interior,6,12,335,21,2,11490
Royal Caribbean,Alaska,Miami,Suite,14,7,178,13,3,130090
Royal Caribbean,South Pacific,New York,Interior,8,4,88,19,2,20000
Holland America,Bahamas,San Juan,Ocean View,4,5,103,15,2,4990
Celebrity,Mexico,Tampa,Interior,8,6,134,15,2,9230
Disney,Caribbean,New York,Balcony,7,2,12,15,2,22490
Royal Caribbean,Northern Europe,Fort Lauderdale,Balcony,13,6,143,1,2,68500
Disney,Mediterranean,Los Angeles,Balcony,11,10,269,6,3,70780
MSC,Mexico,Los Angeles,Balcony,5,7,175,21,2,5760
Royal Caribbean,Mexico,San Juan,Balcony,4,5,101,16,1,3470
Royal Caribbean,Mediterranean,Los Angeles,Interior,10,1,346,25,2,21440
Princess,Mediterranean,Seattle,Interior,12,12,326,16,3,37960
Princess,Mexico,New York,Interior,6,11,300,10,4,13610
MSC,Caribbean,Port Canaveral,Ocean View,10,2,24,14,2,13750
Celebrity,Northern Europe,Galveston,Interior,7,4,70,23,2,14320
MSC,Caribbean,San Juan,Ocean View,9,1,344,19,2,14180
MSC,Mediterranean,San Juan,Interior,9,6,132,11,3,27410
Holland America,Hawaii,Miami,Balcony,10,2,22,14,2,41010
Carnival,Hawaii,Miami,Balcony,7,1,356,14,2,27110
Norwegian,Caribbean,Port Canaveral,Interior,8,12,328,19,2,10510
Carnival,Hawaii,Miami,Interior,5,5,109,2,2,11790
Norwegian,Caribbean,New York,Suite,4,2,35,9,2,16830
Carnival,Caribbean,Miami,Ocean View,8,7,184,9,2,10890
Disney,Mediterranean,Los Angeles,Balcony,14,12,314,14,3,103780
Norwegian,Mexico,Galveston,Balcony,5,3,60,11,3,12920
Norwegian,South Pacific,Tampa,Ocean View,9,9,230,8,3,37480
Celebrity,Bahamas,Port Canaveral,Balcony,8,8,193,20,2,10590
Holland America,Bahamas,Galveston,Balcony,6,6,131,1,4,17690
Carnival,Northern Europe,New Orleans,Balcony,14,8,205,3,2,51200
Celebrity,Caribbean,New York,Balcony,6,11,306,23,2,13140
Celebrity,Caribbean,New Orleans,Ocean View,5,6,155,1,2,8920
Celebrity,Caribbean,Seattle,Suite,6,8,191,11,3,27800
MSC,Hawaii,New York,Balcony,6,3,38,16,3,22860
Norwegian,Alaska,Los Angeles,Suite,11,9,235,24,3,69360
Disney,South Pacific,Galveston,Balcony,9,8,196,9,3,66590
Carnival,Alaska,New York,Ocean View,11,11,307,25,3,32180
Disney,South Pacific,Miami,Interior,11,7,176,11,2,38620
Princess,Mexico,Los Angeles,Suite,8,3,61,13,2,30570
MSC,Hawaii,Los Angeles,Suite,4,7,175,11,2,25350
Celebrity,Caribbean,Los Angeles,Ocean View,5,6,141,19,3,12090
Royal Caribbean,Northern Europe,Fort Lauderdale,Balcony,9,10,258,4,2,32150
Holland America,Hawaii,Fort Lauderdale,Ocean View,9,8,195,3,2,32800
MSC,Mexico,Los Angeles,Interior,8,12,333,1,1,5490
Princess,Hawaii,New York,Balcony,5,6,155,11,2,27740
Celebrity,Hawaii,Port Canaveral,Suite,9,9,224,17,4,78090
MSC,Mediterranean,Los Angeles,Balcony,13,8,219,16,1,26820
Celebrity,Caribbean,San Juan,Balcony,4,10,264,13,3,11800
Royal Caribbean,Mexico,Fort Lauderdale,Ocean View,6,8,196,10,2,7260
Celebrity,Alaska,San Juan,Interior,10,5,121,12,2,17710
Royal Caribbean,Mediterranean,Seattle,Interior,12,12,337,21,1,15330
Carnival,Caribbean,Galveston,Balcony,7,11,289,6,2,9040
Carnival,Bahamas,Tampa,Balcony,4,4,89,12,2,5420
Royal Caribbean,Mediterranean,Tampa,Ocean View,13,6,131,15,2,39810
Norwegian,Caribbean,New York,Ocean View,6,9,236,16,2,7380
Carnival,Mediterranean,New Orleans,Balcony,14,10,273,3,3,51680
Holland America,South Pacific,Seattle,Suite,11,4,76,23,1,46610
MSC,Mexico,Port Canaveral,Interior,5,8,214,13,2,3960
Princess,Alaska,New Orleans,Suite,7,6,138,14,2,41610
MSC,Alaska,San Juan,Suite,13,6,129,14,2,65580
Celebrity,Bahamas,Los Angeles,Suite,7,7,161,8,2,19340
Norwegian,Mexico,New York,Suite,5,3,52,9,4,33860
Princess,Northern Europe,San Juan,Ocean View,12,6,134,2,3,80440
Celebrity,Northern Europe,New Orleans,Suite,10,12,321,8,1,39600
Norwegian,Northern Europe,New York,Interior,13,6,144,24,4,71640
Holland America,Northern Europe,New York,Suite,8,1,345,17,2,51510
Norwegian,Alaska,Port Canaveral,Ocean View,14,4,77,5,4,55100
MSC,South Pacific,Tampa,Ocean View,11,2,34,12,2,32020
Carnival,Mediterranean,Los Angeles,Suite,12,10,260,16,2,48010
Princess,Hawaii,San Juan,Balcony,5,7,173,21,3,28700
Holland America,Hawaii,New York,Suite,5,1,353,0,1,32060
Celebrity,Hawaii,Port Canaveral,Interior,8,12,333,23,2,26350
Holland America,Mexico,San Juan,Balcony,5,8,219,7,2,7920
Royal Caribbean,Hawaii,Fort Lauderdale,Suite,5,9,229,11,2,23330
Princess,Mexico,Miami,Ocean View,4,4,84,2,4,12120
Holland America,South Pacific,Los Angeles,Balcony,12,4,77,1,2,62920
Carnival,Bahamas,Miami,Balcony,7,8,216,11,2,8150
MSC,Mediterranean,New York,Balcony,8,12,327,8,4,40080
Norwegian,Alaska,Seattle,Suite,10,5,102,15,2,44930
Royal Caribbean,Mexico,Tampa,Ocean View,5,3,56,0,2,8530
Carnival,South Pacific,Miami,Interior,9,12,315,2,2,30930
Celebrity,South Pacific,San Juan,Balcony,13,8,192,19,2,54520
Celebrity,Alaska,Miami,Suite,12,12,322,19,2,56140
Carnival,Mexico,Galveston,Ocean View,8,10,264,6,1,4460
Royal Caribbean,South Pacific,Galveston,Suite,7,9,226,2,1,23280
Norwegian,Alaska,Seattle,Interior,14,6,154,10,3,49200
MSC,South Pacific,New Orleans,Interior,11,4,86,1,2,22300
Carnival,Alaska,New Orleans,Suite,8,5,98,13,2,23990
Celebrity,Northern Europe,Port Canaveral,Interior,13,3,51,13,4,60590
Celebrity,Caribbean,Port Canaveral,Suite,5,7,173,10,2,16780
Holland America,South Pacific,Miami,Ocean View,13,12,329,15,3,89190
Norwegian,South Pacific,Fort Lauderdale,Balcony,12,1,357,13,2,56780
Royal Caribbean,Northern Europe,Galveston,Interior,8,3,43,5,1,9760
Carnival,Northern Europe,San Juan,Suite,9,6,130,11,3,85340
MSC,Mediterranean,Miami,Ocean View,12,6,146,16,2,35580
Celebrity,Bahamas,Galveston,Suite,6,2,35,14,2,16290
MSC,Alaska,New York,Interior,9,6,145,5,2,23090
Princess,Northern Europe,Galveston,Balcony,7,4,80,23,1,13000
Carnival,Bahamas,New Orleans,Balcony,6,2,23,24,2,7320
Royal Caribbean,Mediterranean,New Orleans,Ocean View,12,6,133,7,4,75900
MSC,Mediterranean,Galveston,Interior,12,1,365,9,2,17230
Royal Caribbean,Caribbean,Fort Lauderdale,Balcony,5,6,141,7,2,8700
Disney,Caribbean,Fort Lauderdale,Ocean View,7,2,12,23,2,16380
Royal Caribbean,Bahamas,Galveston,Ocean View,7,12,325,5,2,9770
MSC,Mediterranean,Fort Lauderdale,Suite,12,8,201,16,2,65670
Holland America,South Pacific,Miami,Balcony,8,10,259,23,2,30920
MSC,Caribbean,Miami,Interior,6,8,192,18,1,2720
Holland America,Mediterranean,Fort Lauderdale,Ocean View,10,8,199,9,2,41350
Royal Caribbean,Mexico,Miami,Balcony,5,12,329,9,4,20180
Celebrity,Alaska,San Juan,Balcony,12,9,246,0,2,47730
Holland America,Hawaii,San Juan,Interior,5,5,99,0,2,13720
Celebrity,Northern Europe,Port Canaveral,Ocean View,9,8,217,0,3,65900
Holland America,Bahamas,New York,Interior,5,2,17,23,2,6430
MSC,Northern Europe,San Juan,Interior,11,11,299,0,3,30530
Carnival,South Pacific,Miami,Interior,9,10,262,22,2,18250
Norwegian,Caribbean,New York,Balcony,6,10,258,15,3,16240
Carnival,Mexico,Port Canaveral,Suite,6,10,266,4,3,16900
Carnival,Bahamas,Seattle,Balcony,6,12,314,12,2,9250
Royal Caribbean,South Pacific,Tampa,Suite,12,8,206,22,3,84980
Carnival,Alaska,Miami,Ocean View,8,5,111,11,2,13890
Disney,Mexico,Galveston,Ocean View,3,10,260,11,2,4920
Disney,Mexico,Los Angeles,Suite,4,11,284,3,2,15880
Carnival,South Pacific,New Orleans,Suite,11,10,262,14,2,52430
Celebrity,Hawaii,Tampa,Balcony,6,8,197,12,2,21670
Disney,Bahamas,Galveston,Ocean View,4,2,25,2,2,8440
Royal Caribbean,Northern Europe,Seattle,Balcony,8,4,83,12,3,40940
Carnival,Bahamas,San Juan,Suite,6,5,114,11,2,10930
Royal Caribbean,Mediterranean,Tampa,Interior,14,11,292,6,1,15420
Holland America,Alaska,Galveston,Suite,12,7,176,5,2,76880
Norwegian,Caribbean,San Juan,Ocean View,6,11,288,15,2,6940
Carnival,Bahamas,New York,Ocean View,4,11,309,21,2,3680
Princess,Hawaii,Los Angeles,Interior,5,4,91,25,2,11750
MSC,Bahamas,Los Angeles,Suite,6,7,178,0,3,18800
Princess,South Pacific,Miami,Balcony,14,1,361,21,2,76780
Disney,Bahamas,New Orleans,Suite,5,4,71,21,2,14530
Princess,Hawaii,Galveston,Ocean View,5,1,363,2,1,11920
Celebrity,South Pacific,Miami,Balcony,9,9,242,5,1,25820
Princess,Caribbean,Seattle,Ocean View,6,8,198,14,2,9660
Holland America,Alaska,Tampa,Balcony,8,8,215,17,2,26780
Disney,Caribbean,Galveston,Balcony,3,11,300,24,2,5690
Princess,Mexico,Miami,Interior,7,3,41,0,2,11610
Disney,South Pacific,San Juan,Balcony,11,11,306,4,2,85300
Royal Caribbean,Bahamas,New York,Interior,6,12,334,19,2,7140
Carnival,Mediterranean,San Juan,Ocean View,14,7,171,6,2,39180
Carnival,Bahamas,Galveston,Interior,7,2,26,6,2,6060
Celebrity,Northern Europe,Fort Lauderdale,Interior,13,6,153,21,2,46850
Norwegian,Mexico,Galveston,Balcony,5,4,90,0,4,17480
Carnival,Mediterranean,New Orleans,Balcony,9,4,80,21,2,20380
Princess,Caribbean,Fort Lauderdale,Suite,7,6,133,21,2,19600
Princess,Northern Europe,Miami,Suite,12,6,139,15,2,92370
Royal Caribbean,Northern Europe,Tampa,Interior,8,2,33,14,2,17160
Celebrity,Bahamas,Tampa,Suite,5,3,45,8,2,16300
Carnival,Alaska,Port Canaveral,Interior,8,10,256,10,2,11550
Holland America,Caribbean,Seattle,Balcony,5,3,50,16,3,18990
Celebrity,Mexico,Tampa,Interior,5,5,107,13,2,5140
Royal Caribbean,Alaska,San Juan,Balcony,8,7,175,13,2,28120
Celebrity,Bahamas,San Juan,Suite,4,8,198,23,2,8300
Norwegian,Caribbean,Port Canaveral,Balcony,7,7,162,18,2,9770
Carnival,Bahamas,New Orleans,Interior,4,11,305,19,2,2500
Carnival,Mexico,New Orleans,Interior,3,3,50,6,3,5150
Celebrity,Northern Europe,San Juan,Ocean View,9,8,218,10,2,39570
Carnival,Alaska,Fort Lauderdale,Interior,7,4,84,1,2,11720
Princess,Mexico,San Juan,Suite,10,10,269,16,2,23930
Celebrity,Mexico,New York,Interior,4,5,102,25,2,5290
MSC,Northern Europe,Galveston,Suite,9,9,220,9,4,81940
Carnival,Hawaii,Port Canaveral,Ocean View,7,11,293,20,1,8540
Carnival,Bahamas,Miami,Ocean View,6,4,77,6,2,6720
Holland America,Alaska,New Orleans,Ocean View,11,2,13,23,2,17870
Princess,Northern Europe,Seattle,Ocean View,8,12,329,7,4,50840
Norwegian,Caribbean,Galveston,Ocean View,5,6,136,5,2,6740
Holland America,South Pacific,Los Angeles,Interior,7,7,166,24,2,19870
MSC,South Pacific,Seattle,Suite,11,2,33,17,3,98420
Disney,South Pacific,Fort Lauderdale,Ocean View,12,5,98,25,2,47510
Royal Caribbean,Caribbean,Tampa,Ocean View,6,8,196,2,1,5300
Disney,Alaska,Los Angeles,Balcony,9,7,183,8,2,49970
Celebrity,Mexico,Seattle,Interior,7,1,348,17,2,11130
MSC,Alaska,Seattle,Suite,10,11,304,17,2,36900
Norwegian,Mediterranean,New York,Interior,10,8,202,20,2,27630
Norwegian,South Pacific,New York,Suite,7,6,147,5,2,52340
MSC,Hawaii,Tampa,Suite,4,12,321,19,2,23270
MSC,Bahamas,Seattle,Interior,6,11,310,5,2,4920
MSC,Hawaii,New Orleans,Ocean View,7,3,36,11,1,8430
Disney,Caribbean,Los Angeles,Suite,5,11,292,17,4,35990
Princess,Mexico,Tampa,Suite,7,9,240,12,2,15270
Holland America,Alaska,Tampa,Interior,7,7,173,18,2,15660
Princess,Mexico,New Orleans,Balcony,7,4,90,11,2,11440
Celebrity,Bahamas,Tampa,Ocean View,7,7,174,19,1,4380
Princess,Bahamas,Tampa,Suite,6,7,188,3,4,23880
Carnival,Caribbean,Los Angeles,Suite,5,3,61,21,2,17820
Holland America,Mediterranean,Galveston,Suite,7,7,178,23,1,25770
Carnival,South Pacific,Los Angeles,Ocean View,9,4,79,7,2,24850
Holland America,South Pacific,Miami,Suite,11,1,354,5,2,123600
Carnival,Alaska,Los Angeles,Interior,10,7,187,9,2,20850
Celebrity,Alaska,Fort Lauderdale,Interior,14,7,169,18,2,37650
Disney,Mediterranean,Fort Lauderdale,Interior,10,6,129,3,3,63190
Holland America,Alaska,Miami,Ocean View,12,11,304,8,2,31830
Royal Caribbean,Caribbean,New York,Ocean View,4,2,16,7,3,11330
Princess,Hawaii,Miami,Interior,8,4,73,2,2,19040
Princess,Bahamas,Miami,Balcony,6,9,236,1,2,8580
Princess,Northern Europe,Seattle,Interior,14,10,279,14,2,33940
MSC,Alaska,New Orleans,Interior,14,2,12,6,2,15700
Royal Caribbean,Mexico,New Orleans,Ocean View,6,6,137,6,3,9780
Princess,Mexico,Fort Lauderdale,Ocean View,3,8,191,2,3,6400
Royal Caribbean,Mexico,Miami,Suite,4,12,329,9,2,15990
Carnival,Mediterranean,Galveston,Balcony,14,11,299,9,2,29670
Disney,Alaska,Tampa,Ocean View,12,9,223,24,3,53780
Disney,Alaska,Los Angeles,Interior,8,10,274,25,3,26700
Disney,South Pacific,Seattle,Suite,14,8,196,2,2,141530
Disney,South Pacific,Port Canaveral,Interior,8,10,279,18,2,24480
Disney,Alaska,New Orleans,Interior,10,2,26,8,2,22480
Princess,Hawaii,New York,Balcony,5,10,268,25,3,26190
Disney,Mediterranean,Fort Lauderdale,Balcony,7,10,262,18,2,29540
Princess,Caribbean,Fort Lauderdale,Ocean View,5,10,255,25,2,6820
Celebrity,Mediterranean,New York,Interior,10,1,345,12,3,38670
Royal Caribbean,Hawaii,New Orleans,Balcony,6,5,127,18,2,16650
Carnival,Hawaii,Miami,Balcony,9,5,123,16,2,24620
Holland America,South Pacific,Port Canaveral,Interior,14,12,332,2,3,82370
MSC,South Pacific,Port Canaveral,Balcony,12,8,190,21,2,30300
Celebrity,Mediterranean,New Orleans,Balcony,7,9,237,24,4,47080
Holland America,South Pacific,New York,Suite,9,12,336,22,3,126250
Norwegian,Bahamas,Miami,Interior,6,4,78,21,2,5320
Princess,Caribbean,Los Angeles,Balcony,7,3,41,3,3,30650
Princess,Northern Europe,Los Angeles,Interior,14,11,282,22,1,16140
Princess,Bahamas,New Orleans,Interior,6,8,216,15,1,2670
Holland America,Mexico,Port Canaveral,Balcony,9,4,71,24,2,14400
Disney,Caribbean,San Juan,Balcony,6,9,247,2,2,17160
Royal Caribbean,Bahamas,Los Angeles,Suite,7,5,125,7,2,17180
Disney,Caribbean,New Orleans,Balcony,5,2,21,14,2,14760
Princess,Northern Europe,New York,Suite,14,1,343,8,2,104440
Royal Caribbean,Mediterranean,New Orleans,Interior,10,10,269,3,3,25240
Disney,Alaska,Seattle,Balcony,9,6,152,14,1,34000
Carnival,Bahamas,Miami,Ocean View,4,9,225,24,4,6060
MSC,Alaska,Fort Lauderdale,Ocean View,12,1,359,12,3,29340
Carnival,Bahamas,Los Angeles,Ocean View,5,3,48,15,1,4110
MSC,Mexico,Los Angeles,Ocean View,5,4,86,11,3,8070
Disney,Mexico,Galveston,Interior,5,4,77,10,1,4350
Norwegian,Mediterranean,Fort Lauderdale,Interior,11,3,62,20,1,11490
Royal Caribbean,Alaska,Seattle,Interior,8,6,133,23,2,22340
MSC,Caribbean,Galveston,Interior,8,5,97,2,4,13290
Princess,Mexico,Seattle,Ocean View,7,9,231,20,4,14480
MSC,Hawaii,New York,Ocean View,5,4,76,10,3,17260
Carnival,Bahamas,Fort Lauderdale,Suite,9,7,167,21,3,21400
Princess,Mexico,Seattle,Ocean View,7,3,50,17,2,11100
Celebrity,Hawaii,Los Angeles,Ocean View,7,7,169,17,4,53030
Holland America,Alaska,Miami,Balcony,11,12,320,18,3,49130
Princess,Caribbean,Tampa,Ocean View,4,7,184,17,2,5030
MSC,Hawaii,Tampa,Interior,9,12,328,10,3,29540
Norwegian,Caribbean,Miami,Balcony,8,10,260,10,1,7920
Disney,Bahamas,Tampa,Suite,5,6,157,4,2,14400
Princess,South Pacific,Los Angeles,Suite,11,6,147,18,2,76440
MSC,Caribbean,Seattle,Balcony,5,2,34,1,2,12070
Holland America,Alaska,New Orleans,Suite,9,1,350,14,2,39460
Celebrity,Mediterranean,Los Angeles,Suite,12,12,340,9,2,81070
Holland America,Caribbean,Port Canaveral,Interior,4,6,137,0,2,5610
Celebrity,Mexico,Tampa,Balcony,6,2,29,2,3,20030
Royal Caribbean,Mediterranean,New Orleans,Ocean View,14,11,295,4,2,28920
Norwegian,Hawaii,Los Angeles,Interior,5,4,70,21,2,10600
Royal Caribbean,Mediterranean,Galveston,Ocean View,10,1,355,22,3,33350
Princess,Mediterranean,New Orleans,Balcony,14,11,292,18,2,37400
MSC,Northern Europe,Los Angeles,Interior,11,11,298,13,3,30060
Celebrity,Mexico,San Juan,Balcony,5,9,240,23,2,7190
Carnival,Alaska,Tampa,Suite,14,6,154,21,3,92200
Norwegian,South Pacific,New York,Interior,9,1,356,8,4,64590
Norwegian,Mediterranean,Seattle,Ocean View,9,10,250,12,2,21820
Holland America,Mexico,New Orleans,Interior,10,6,149,23,4,16630
Celebrity,Hawaii,Fort Lauderdale,Interior,4,8,200,7,2,11480
Carnival,Caribbean,Miami,Balcony,9,4,74,17,3,20020
Norwegian,Caribbean,New Orleans,Suite,6,7,180,18,2,13680
Norwegian,South Pacific,Los Angeles,Suite,11,5,100,6,2,68070
Celebrity,Mexico,Tampa,Ocean View,7,9,240,6,3,14020
Norwegian,South Pacific,San Juan,Ocean View,9,3,47,11,2,28470
Royal Caribbean,Alaska,Miami,Suite,9,3,41,8,2,37660
Princess,Northern Europe,Galveston,Suite,14,3,41,11,4,135620
Disney,Mediterranean,Miami,Interior,7,11,293,18,2,18660
Carnival,South Pacific,Miami,Ocean View,12,2,33,15,2,45760
MSC,South Pacific,Tampa,Suite,9,12,320,15,4,108350
Princess,Bahamas,New York,Balcony,5,4,88,21,2,8240
Celebrity,Caribbean,Seattle,Ocean View,6,2,16,0,2,16560
Disney,Alaska,Miami,Ocean View,14,3,50,5,4,84700
Carnival,Mexico,Port Canaveral,Balcony,5,12,336,22,2,7510
Holland America,Caribbean,Tampa,Ocean View,5,7,174,25,2,7030
Disney,Hawaii,Los Angeles,Interior,5,12,324,0,2,28640
MSC,Caribbean,Seattle,Interior,8,12,316,9,4,21660
Disney,Hawaii,Port Canaveral,Interior,9,6,150,3,4,67190
Royal Caribbean,Caribbean,New York,Suite,6,9,223,15,2,16650
Disney,Hawaii,New York,Balcony,5,2,9,18,2,23210
Carnival,Mexico,Miami,Balcony,5,9,231,5,4,12290
Holland America,Northern Europe,Seattle,Balcony,9,10,263,13,4,65460
Carnival,Bahamas,Port Canaveral,Balcony,3,5,122,20,2,2890
Celebrity,Caribbean,Seattle,Balcony,4,10,256,12,2,9150
MSC,Mexico,San Juan,Ocean View,8,3,61,13,3,14810
Holland America,South Pacific,Miami,Balcony,13,11,295,16,3,94390
Celebrity,Hawaii,New Orleans,Suite,6,3,51,1,2,41520
Holland America,South Pacific,Seattle,Ocean View,8,10,265,14,2,26110
Disney,Hawaii,Los Angeles,Ocean View,6,3,44,5,2,25660
MSC,Bahamas,New Orleans,Suite,5,1,350,19,2,10770
Norwegian,Mexico,Los Angeles,Ocean View,6,6,145,14,1,4640
Royal Caribbean,South Pacific,Seattle,Ocean View,14,8,198,12,3,66670
Norwegian,Northern Europe,Miami,Ocean View,10,1,349,23,2,25590
MSC,Hawaii,Fort Lauderdale,Suite,4,8,206,15,4,38500
Carnival,Alaska,Miami,Ocean View,12,9,241,21,2,22460
Celebrity,Bahamas,Tampa,Balcony,4,7,163,5,2,6650
Holland America,Northern Europe,Miami,Interior,7,7,177,15,3,38600
MSC,Northern Europe,Tampa,Interior,11,3,44,7,3,26030
Holland America,Hawaii,Port Canaveral,Ocean View,6,7,172,13,3,34080
Princess,South Pacific,Miami,Suite,7,9,225,1,1,27940
Princess,Northern Europe,New Orleans,Interior,10,9,234,1,4,50810
Princess,Bahamas,New Orleans,Suite,8,6,152,6,2,17470
Disney,Bahamas,Tampa,Suite,6,9,241,13,2,16880
Carnival,Hawaii,Los Angeles,Suite,7,2,10,23,2,33520
Celebrity,Northern Europe,Fort Lauderdale,Suite,11,11,283,23,2,65260
Carnival,Mexico,Los Angeles,Ocean View,6,5,126,20,1,3640
Carnival,South Pacific,Seattle,Ocean View,11,1,358,18,2,42880
Norwegian,Alaska,Tampa,Ocean View,9,4,69,10,2,19680
Royal Caribbean,Caribbean,Fort Lauderdale,Suite,5,4,77,21,2,14590
Princess,Mexico,Galveston,Balcony,5,10,254,2,2,8790
Princess,Bahamas,Seattle,Suite,5,7,158,10,2,11820
MSC,Bahamas,Seattle,Interior,6,7,165,11,2,4680
Holland America,South Pacific,Seattle,Suite,14,9,228,12,2,94000
Princess,South Pacific,Miami,Suite,9,2,11,16,2,58610
Celebrity,Alaska,New Orleans,Suite,12,5,101,2,2,60380
Royal Caribbean,Mexico,New York,Suite,4,11,292,16,2,10220
Norwegian,South Pacific,New Orleans,Balcony,9,4,92,0,2,34630
Celebrity,Caribbean,San Juan,Suite,4,11,281,14,3,15780
MSC,Northern Europe,Miami,Balcony,14,4,78,9,2,42870
Holland America,Mediterranean,Tampa,Interior,8,6,138,7,1,16040
Carnival,Mediterranean,Tampa,Ocean View,8,3,62,3,3,23170
Princess,Caribbean,Galveston,Suite,5,10,279,10,2,12910
Disney,Hawaii,Port Canaveral,Balcony,6,8,189,4,2,32850
Carnival,Hawaii,New Orleans,Interior,4,12,318,14,4,15950
Celebrity,South Pacific,Galveston,Ocean View,14,11,299,17,2,55780
Disney,Bahamas,Galveston,Ocean View,5,8,210,13,4,12940
Holland America,Mediterranean,New York,Ocean View,12,11,282,13,2,34430
Carnival,South Pacific,Galveston,Ocean View,13,2,30,22,2,36820
Carnival,Northern Europe,New Orleans,Ocean View,11,12,331,15,2,26800
Norwegian,Mediterranean,New York,Suite,13,10,275,11,3,90180
Disney,South Pacific,Seattle,Ocean View,7,3,53,0,2,48900
Disney,Bahamas,San Juan,Interior,5,1,353,4,3,13230
MSC,South Pacific,Fort Lauderdale,Ocean View,8,8,194,20,1,11260
Royal Caribbean,Mexico,Seattle,Balcony,4,7,163,23,2,6430
Norwegian,Alaska,Fort Lauderdale,Interior,13,8,215,6,2,30830
MSC,Mediterranean,Miami,Balcony,11,5,103,23,2,27920
Norwegian,Hawaii,New York,Ocean View,4,6,148,0,2,17790
Disney,Hawaii,San Juan,Balcony,7,6,152,2,2,51440
Norwegian,Caribbean,New Orleans,Ocean View,6,5,104,24,4,12040
Royal Caribbean,South Pacific,Galveston,Balcony,10,6,133,5,2,38400
Disney,Caribbean,New Orleans,Ocean View,5,7,161,25,2,9080
Royal Caribbean,Caribbean,Los Angeles,Suite,4,11,292,5,2,11420
Celebrity,Mediterranean,Los Angeles,Ocean View,10,10,257,13,2,25500
Princess,South Pacific,Fort Lauderdale,Suite,14,8,189,15,4,163070
Celebrity,Hawaii,New York,Balcony,8,6,154,14,4,86390
Norwegian,Northern Europe,Seattle,Suite,10,11,304,6,3,90660
Norwegian,Mexico,Los Angeles,Ocean View,7,4,78,2,2,10740
Carnival,Mediterranean,Tampa,Balcony,7,9,230,5,2,22020
Celebrity,Alaska,Los Angeles,Balcony,10,11,296,2,3,44160
Royal Caribbean,Mediterranean,Fort Lauderdale,Suite,8,4,82,14,2,39140
MSC,Hawaii,Los Angeles,Balcony,6,3,51,9,3,23220
Carnival,Bahamas,Port Canaveral,Suite,10,2,24,22,2,18920
